Name,ADDRESS,Phone,MEDICARE PROVIDER ID,NATIONAL PROVIDER ID (NPI),WEBSITE,PROVIDER TYPE,OWNERSHIP,BEDS,HEALTH SYSTEM AFFILIATION
Encompass Health Deaconess Rehabilitation Hospita,"4100 Covert Avenue, Evansville, IN, 47714",8124769983,153025,,https://www.encompasshealth.com/deaconessrehab,,,103,/health_systems/encompass-health/
Encompass Health Lakeshore Rehabilitation Hospita,"3800 Ridgeway Drive, Birmingham, AL, 35209",2058682000,13025,,https://www.encompasshealth.com/lakeshorerehab,,,100,/health_systems/encompass-health/
"Encompass Health Rehabilitation Hospital, an affiliate of Martin Health","5850 Se Community Drive, Stuart, FL, 34997",7723243522,103044,,https://encompasshealth.com/martinrehab,,,80,/health_systems/encompass-health/
"Encompass Health Rehabilitation Hospital, a partner of Washington Regional","153 East Monte Painter Drive, Fayetteville, AR, 72703",4794442200,43032,,https://www.encompasshealth.com/fayettevillerehab,,,80,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Albuquerque,"7000 Jefferson Street Ne, Albuquerque, NM, 87109",5053449478,323027,,https://www.encompasshealth.com/albuquerquerehab,,,61,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Alexandria,"104 North Third Street, Alexandria, LA, 71301",3184491370,193031,,https://www.encompasshealth.com/alexandriarehab,,,47,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Altoona,"2005 Valley View Boulevard, Altoona, PA, 16602",8149443535,393040,,https://www.encompasshealth.com/altoonarehab,,,80,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Arlington,"3200 Matlock Road, Arlington, TX, 76015",8174684000,453040,,https://www.encompasshealth.com/arlingtonrehab,,,85,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Bakersfield,"5001 Commerce Drive, Bakersfield, CA, 93309",6613235500,53031,,https://www.encompasshealth.com/bakersfieldrehab,,,86,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Braintree,"250 Pond Street, Braintree, MA, 02184",7818485353,223027,,https://www.encompasshealth.com/braintreerehab,,,187,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Charleston,"9181 Medcom Street, Charleston, SC, 29406",8438207777,423027,,https://www.encompasshealth.com/charlestonrehab,,,49,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Colorado Springs,"325 Parkside Drive, Colorado Springs, CO, 80910",7196308000,63030,,https://www.encompasshealth.com/coloradospringsrehab,,,64,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Columbia,"2935 Colonial Drive, Columbia, SC, 29203",8032547777,423025,,https://www.encompasshealth.com/columbiarehab,,,96,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Dothan,"1736 East Main Street, Dothan, AL, 36301",3347126333,13030,,https://www.encompasshealth.com/dothanrehab,,,51,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of East Valley,"5652 East Baseline Road, Mesa, AZ, 85206",4805670350,33037,,https://www.encompasshealth.com/eastvalleyrehab,,,60,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Erie,"143 East Second Street, Erie, PA, 16507",8148781200,393046,,https://www.encompasshealth.com/erierehab,,,108,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Florence,"900 East Cheves Street, Florence, SC, 29506",8436799000,423026,,https://www.encompasshealth.com/florencerehab,,,88,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Fort Smith,"1401 South 'j' Street, Fort Smith, AR, 72901",4797853300,43028,,https://www.encompasshealth.com/fortsmithrehab,,,80,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Harmarville,"320 Guys Run Road, Pittsburgh, PA, 15238",4128281300,393027,,https://www.encompasshealth.com/harmarvillerehab,,,162,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Henderson,"10301 Jeffreys Street, Henderson, NV, 89052",7029399400,293032,,https://www.encompasshealth.com/hendersonrehab,,,90,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Humble,"19002 Mckay Drive, Humble, TX, 77338",2813199509,453029,,https://www.encompasshealth.com/humblerehab,,,90,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Huntington,"6900 West Country Club Drive, Huntington, WV, 25705",3047331060,513028,,https://www.encompasshealth.com/huntingtonrehab,,,62,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Jonesboro,"1201 Fleming Avenue, Jonesboro, AR, 72401",8709320440,43029,,https://www.encompasshealth.com/jonesbororehab,,,80,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Lakeview,"134 Heartland Drive, Elizabethtown, KY, 42701",2707693100,183028,,https://www.encompasshealth.com/lakeviewrehab,,,40,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Largo,"901 North Clearwater-Largo Road, Largo, FL, 33770",7275862999,103037,,https://encompasshealth.com/largorehab,,,70,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Las Vegas,"1250 South Valley View Boulevard, Las Vegas, NV, 89102",7028778898,293026,,https://www.encompasshealth.com/lasvegasrehab,,,79,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Littleton,"1001 West Mineral Avenue, Littleton, CO, 80120",3033341100,63034,,https://www.encompasshealth.com/littletonrehab,,,40,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Mechanicsburg,"175 Lancaster Boulevard, Mechanicsburg, PA, 17055",7176913720,393031,,https://www.encompasshealth.com/mechanicsburgrehab,,,75,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Miami,"20601 Old Cutler Road, Cutler Bay, FL, 33189",3052513800,103038,,https://www.encompasshealth.com/miamirehab,,,60,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Midland Odessa,"1800 Heritage Boulevard, Midland, TX, 79707",9155201600,453057,,https://www.encompasshealth.com/midlandrehab,,,80,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Montgomery,"4465 Narrow Lane Road, Montgomery, AL, 36116",3342847821,13028,,https://encompasshealth.com/montgomeryrehab,,,70,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Morgantown,"1160 Van Voorhis Road, Morgantown, WV, 26505",3045981100,513030,,https://www.encompasshealth.com/morgantownrehab,,,96,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of New England,"Two Rehabilitation Way, Woburn, MA, 01801",7819355050,223026,,https://www.encompasshealth.com/newenglandrehab,,,210,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Nittany Valley,"550 West College Avenue, Pleasant Gap, PA, 16823",8143593421,393039,,https://www.encompasshealth.com/nittanyvalleyrehab,,,73,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Nittany Valley,"550 West College Avenue, Pleasant Gap, PA, 16823",8143593421,393039,,https://www.encompasshealth.com/nittanyvalleyrehab,,,73,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Northern Kentucky,"201 Medical Village Drive, Edgewood, KY, 41017",8593412044,183027,,https://www.encompasshealth.com/kentuckyrehab,,,51,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Northern Virginia,"24430 Millstream Drive, Aldie, VA, 20105",7039572000,493033,,https://www.encompasshealth.com/northernvirginiarehab,,,60,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Ocala,"2275 Sw 22nd Lane, Ocala, FL, 34471",3522824000,103043,,https://www.encompasshealth.com/ocalarehab,,,80,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Panama City,"1847 Florida Avenue, Panama City, FL, 32405",8509148600,103040,,https://www.encompasshealth.com/panamacityrehab,,,75,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Parkersburg,"3 Western Hills Drive, Parkersburg, WV, 26105",3044201300,513027,,https://www.encompasshealth.com/parkersburgrehab,,,40,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Petersburg,"95 Medical Park Boulevard, Petersburg, VA, 23805",8045048100,493031,,https://www.encompasshealth.com/petersburgrehab,,,64,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Princeton,"120 Twelfth Street, Princeton, WV, 24740",3044878000,513026,,https://www.encompasshealth.com/princetonrehab,,,60,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Reading,"1623 Morgantown Road, Reading, PA, 19607",6107966000,393026,,https://www.encompasshealth.com/readingrehab,,,60,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Rock Hill,"1795 Dr. Frank Gaston Boulevard, Rock Hill, SC, 29732",8033263500,423028,,https://www.encompasshealth.com/rockhillrehab,,,50,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Sarasota,"6400 Edgelake Drive, Sarasota, FL, 34240",9419218600,103031,,https://www.encompasshealth.com/sarasotarehab,,,96,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Scottsdale,"9630 East Shea Boulevard, Scottsdale, AZ, 85260",4805515400,33025,,https://www.encompasshealth.com/scottsdalerehab,,,60,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Spring Hill,"12440 Cortez Boulevard, Brooksville, FL, 34613",3525924250,103042,,https://www.encompasshealth.com/springhillrehab,,,80,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Sunrise,"4399 North Nob Hill Road, Sunrise, FL, 33351",9547490300,103028,,https://www.encompasshealth.com/sunriserehab,,,126,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Tallahassee,"1675 Riggins Road, Tallahassee, FL, 32308",8506564800,103033,,https://www.encompasshealth.com/tallahasseerehab,,,76,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of The Woodlands,"18550 'ih' 45 South, Conroe, TX, 77384",2813643304,453059,,https://www.encompasshealth.com/thewoodlandsrehab,,,84,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Tinton Falls,"2 Centre Plaza, Tinton Falls, NJ, 07724",7324605320,313035,,https://www.encompasshealth.com/tintonfallsrehab,,,60,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Toms River,"14 Hospital Drive, Toms River, NJ, 08755",7328443100,313029,,https://www.encompasshealth.com/tomsriverrehab,,,92,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Treasure Coast,"1600 37th Street, Vero Beach, FL, 32960",7727782100,103032,,https://encompasshealth.com/treasurecoastrehab,,,80,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Tustin,"14851 Yorba Street, Tustin, CA, 92780",7148329200,53034,,https://www.encompasshealth.com/tustinrehab,,,117,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Utah,"8074 South 1300 East, Sandy, UT, 84094",8015613400,463025,,https://www.encompasshealth.com/utahrehab,,,84,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Vineland,"1237 West Sherman Avenue, Vineland, NJ, 08360",8566967100,313036,,https://www.encompasshealth.com/vinelandrehab,,,41,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of Western Massachusetts,"222 State Street, Ludlow, MA, 01056",4135897581,223030,,https://www.encompasshealth.com/westernmassrehab,,,53,/health_systems/encompass-health/
Encompass Health Rehabilitation Hospital of York,"1850 Normandie Drive, York, PA, 17408",7177676941,393037,,https://www.encompasshealth.com/yorkrehab,,,90,/health_systems/encompass-health/
Encompass Health Rehabilitation Institute of Tucson,"2650 North Wyatt Drive, Tucson, AZ, 85712",5203251300,33028,,https://www.encompasshealth.com/rehabinstituteoftucson,,,80,/health_systems/encompass-health/
Encompass Health Rehabilitation Institute of Tucson,"1921 West Hospital Drive, Tucson, AZ, 85704",5207422800,33029,,https://encompasshealth.com/rehabinstituteoftucson,,,60,/health_systems/encompass-health/
Encompass Health Valley of The Sun Rehabilitation Hospital,"13460 North 67th Avenue, Glendale, AZ, 85304",6238788800,33032,,https://www.encompasshealth.com/valleyofthesunrehab,,,75,/health_systems/encompass-health/
Endless Mountains Health Systems,"100 Hospital Drive, Montrose, PA, 18801",(570) 278-3801,391306,,http://endlesscare.org/,Critical Access Hospitals,Voluntary non-profit - Private,25,
Englewood Community Hospital,"700 Medical Boulevard, Englewood, FL, 34223",(941) 475-6571,100267,1639122864,https://englewoodcommhospital.com/,Acute Care Hospitals,Proprietary,100,/health_systems/hca-healthcare/
Enloe Medical Center,"1531 Esplanade, Chico, CA, 95926",(530) 332-7300,50039,1417901091,https://www.enloe.org/,Acute Care Hospitals,Voluntary non-profit - Private,298,/health_systems/enloe-medical-center/
Ennis Regional Medical Center,"2201 West Lampasas Street, Ennis, TX, 75119",(972) 875-0900,450833,1700805678,https://www.ennisregional.com/,Acute Care Hospitals,Proprietary,60,/health_systems/lifepoint-health/
Ephraim McDowell Fort Logan Hospital,"110 Metker Trail, Stanford, KY, 40484",(606) 365-4788,181315,,https://www.emhealth.org/our-hospitals/ephraim-mcdowell-fort-logan-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/ephraim-mcdowell-health/
Ephraim McDowell James B. Haggin Hospital,"464 Linden Avenue, Harrodsburg, KY, 40330",(859) 239-2409,181302,,https://www.hagginhospital.org/,Critical Access Hospitals,Voluntary non-profit - Other,25,/health_systems/ephraim-mcdowell-health/
Ephraim McDowell Regional Medical Center,"217 South Third Street, Danville, KY, 40422",(859) 239-2409,180048,1821135963,https://www.emhealth.org/,Acute Care Hospitals,Voluntary non-profit - Private,197,/health_systems/ephraim-mcdowell-health/
Erlanger Bledsoe Hospital,"71 Wheeler Avenue, Pikeville, TN, 37367",(423) 447-2112,441306,,https://www.erlanger.org/erlanger-bledsoe-hospital/bledsoe-hospital,Critical Access Hospitals,Government - Hospital District or Authority,31,/health_systems/erlanger-health-system/
Erlanger Medical Center,"975 East Third Street, Chattanooga, TN, 37403",(423) 778-7000,440104,1639264575,https://www.erlanger.org/,Acute Care Hospitals,Government - Hospital District or Authority,848,/health_systems/erlanger-health-system/
Essentia Health-Ada,"201 9th St W, Ada, MN, 56510",None,243416,,https://www.essentiahealth.org/find-facility/profile/essentia-health-ada/,,,,/health_systems/essentia-health/
Essentia Health-Deer River,"115 10th Ave Ne, Deer River, MN, 56636",None,247223,,https://www.essentiahealth.org/find-facility/profile/essentia-health-deer-river/?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,,,,/health_systems/essentia-health/
Essentia Health-Fargo,"3000 32nd Avenue South, Fargo, ND, 58103",(701) 364-8000,350070,1215125463,https://www.essentiahealth.org/find-facility/profile/essentia-health-fargo/,Acute Care Hospitals,Voluntary non-profit - Private,145,/health_systems/essentia-health/
Essentia Health-Fosston,"900 Hilligoss Boulevard Se, Fosston, MN, 56542",(218) 435-1133,241357,,https://www.essentiahealth.org/find-facility/profile/essentia-health-fosston/,Critical Access Hospitals,Voluntary non-profit - Private,50,/health_systems/essentia-health/
Essentia Health-Graceville Clinic,"115 W 2nd St, Graceville, MN, 56240",None,243997,,https://www.essentiahealth.org/find-facility/profile/essentia-health-graceville-clinic/?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,,,,/health_systems/essentia-health/
Essentia Health-Moose Lake,"4572 County Road 61, Moose Lake, MN, 55767",(218) 485-4481,241350,,https://www.essentiahealth.org/find-facility/profile/essentia-health-moose-lake/,Critical Access Hospitals,Government - Hospital District or Authority,25,
Essentia Health-Moose Lake,"201 9th Street West, Ada, MN, 56510",(218) 784-5000,241313,,https://www.essentiahealth.org/find-facility/profile/essentia-health-moose-lake/,Critical Access Hospitals,Voluntary non-profit - Private,14,/health_systems/essentia-health/
Essentia Health-St. Joseph's Medical Center ,"523 North Third Street, Brainerd, MN, 56401",(218) 829-2861,240075,1568415974,https://www.essentiahealth.org/find-facility/profile/essentia-health-st-josephs-medical-center-brainerd/?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,Acute Care Hospitals,Voluntary non-profit - Private,162,/health_systems/essentia-health/
Essentia Health-Virginia,"901 Ninth Street North, Virginia, MN, 55792",(218) 741-3340,240084,1083617120,https://www.essentiahealth.org/find-facility/profile/essentia-health-virginia/,Acute Care Hospitals,Government - Local,83,/health_systems/essentia-health/
Estes Park Health,"555 Prospect Avenue, Estes Park, CO, 80517",(970) 577-4470,61312,,https://eph.org/,Critical Access Hospitals,Government - Hospital District or Authority,23,
Euclid Hospital,"18901 Lake Shore Boulevard, Euclid, OH, 44119",(216) 531-9000,360082,1598719346,https://my.clevelandclinic.org/locations/euclid-hospital,Acute Care Hospitals,Voluntary non-profit - Other,301,/health_systems/the-cleveland-clinic-health-system/
Eureka Community Health Services Avera,"410 Ninth Street, Eureka, SD, 57437",(605) 284-2661,431308,,https://www.avera.org/locations/profile/eureka-community-health-services-avera/,Critical Access Hospitals,Voluntary non-profit - Private,4,/health_systems/avera-health/
Evanston Regional,"190 Arrowhead Drive, Evanston, WY, 82930",(307) 789-3636,530032,1639140015,http://www.evanstonregionalhospital.com/evanston-regional-hospital/home.aspx,Acute Care Hospitals,Proprietary,42,/health_systems/quorum-health/
Excela Frick Hospital,"508 South Church Street, Mount Pleasant, PA, 15666",(724) 547-1500,390217,1144255159,https://www.excelahealth.org/Locations/Hospitals/Excela-Frick-Hospital,Acute Care Hospitals,Voluntary non-profit - Other,210,/health_systems/excela-health/
Excela Latrobe Hospital,"One Mellon Way, Latrobe, PA, 15650",(724) 537-1000,390219,1922025436,https://www.excelahealth.org/Locations/Hospitals/Excela-Latrobe-Hospital,Acute Care Hospitals,Voluntary non-profit - Private,188,/health_systems/excela-health/
Excela Westmoreland Hospital,"532 West Pittsburgh Street, Greensburg, PA, 15601",(724) 832-4000,390145,1689691214,https://www.excelahealth.org/Patients-and-Visitors/Hospitals-Facilities/Hospitals/Excela-Westmoreland,Acute Care Hospitals,Voluntary non-profit - Other,364,/health_systems/excela-health/
Exeter Hospital  Inc.,"5 Alumni Drive, Exeter, NH, 03833",(603) 778-7311,300023,1437158433,Home,Acute Care Hospitals,Voluntary non-profit - Private,100,/health_systems/exeter-health-resources/
Fairfield Medical Center,"401 North Ewing Street, Lancaster, OH, 43130",(740) 687-8009,360072,1467433763,http://fmchealth.org/,Acute Care Hospitals,Voluntary non-profit - Other,250,/health_systems/fairfield-medical-center/
Fairfield Memorial Hospital,"303 Nw 11th St, Fairfield, IL, 62837",None,147612,,https://www.fairfieldmemorial.org/,,,,
Fairmount Hospital,"561 Fairthorne Avenue, Philadelphia, PA, 19128",(215) 487-4000,394027,,https://fairmountbhs.com/,Psychiatric,Proprietary,239,/health_systems/universal-health-services/
Fairview Hospital,"18101 Lorain Avenue, Cleveland, OH, 44111",(216) 476-7000,360077,1215989611,https://my.clevelandclinic.org/-/scassets/files/org/locations/price-lists/fairvew-hospital-patient-price-list.ashx,Acute Care Hospitals,Voluntary non-profit - Private,468,/health_systems/the-cleveland-clinic-health-system/
Fairview Hospital,"29 Lewis Avenue, Great Barrington, MA, 01230",(413) 528-0790,221302,,https://www.berkshirehealthsystems.org/emergency-care,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/berkshire-health-systems/
Fairview Lakes Regional Medical Center,"5200 Fairview Boulevard, Wyoming, MN, 55092",(763) 389-6481,240050,1083692941,https://fairview.org/locations/fairview-lakes-medical-center,Acute Care Hospitals,Voluntary non-profit - Private,61,/health_systems/fairview-health-services/
Fairview Northland Reg,"911 Northland Drive, Princeton, MN, 55371",(763) 389-6481,240141,1922085299,https://fairview.org/locations/fairview-northland-medical-center,Acute Care Hospitals,Voluntary non-profit - Other,54,/health_systems/fairview-health-services/
Fairview Ridges Hospital,"201 East Nicollet Boulevard, Burnsville, MN, 55337",(952) 892-2101,240207,1245217520,https://www.fairview.org/locations/fairview-ridges-hospital,Acute Care Hospitals,Voluntary non-profit - Church,150,/health_systems/fairview-health-services/
Fairview Southdale Hospital,"6401 France Avenue South, Edina, MN, 55435",(952) 924-5100,240078,1699752915,https://fairview.org/locations/fairview-southdale-hospital,Acute Care Hospitals,Voluntary non-profit - Private,390,/health_systems/fairview-health-services/
Faith Community Hospital,"215 Chisholm Trail, Jacksboro, TX, 76458",(940) 567-6633,450241,1790777696,https://www.fchtexas.com/,Acute Care Hospitals,Government - Hospital District or Authority,41,
Fallon Medical Complex,"202 South 4th Street West, Baker, MT, 59313",(406) 778-3331,271301,,http://www.fallonmedical.org/,Critical Access Hospitals,Voluntary non-profit - Private,25,
Fallon Medical Complex,"202 S 4th St W, Baker, MT, 59313",None,273981,,http://www.fallonmedical.org/,,,,
Fannin Regional Hospital,"2855 Old Highway 5, Blue Ridge, GA, 30513",(706) 632-3711,110189,1851362263,http://www.fanninregionalhospital.com/fannin-regional-hospital/home.aspx,Acute Care Hospitals,Proprietary,50,/health_systems/quorum-health/
Faulkner Hospital,"1153 Centre Street, Boston, MA, 02130",(617) 983-7000,220119,1578677811,https://www.brighamandwomensfaulkner.org/about-bwfh/news/all-standard-hospital-charges-posted-online-effective-january-2019,Acute Care Hospitals,Voluntary non-profit - Private,153,/health_systems/partners-healthcare-system/
Fawcett Memorial Hospital,"21298 Olean Boulevard, Port Charlotte, FL, 33952",(941) 629-1181,100236,1417901406,https://fawcetthospital.com/,Acute Care Hospitals,Proprietary,233,/health_systems/hca-healthcare/
Fillmore Community Hospital,"674 South Highway 99, Fillmore, UT, 84631",(435) 743-5591,461301,,https://intermountainhealthcare.org/locations/fillmore-community-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,19,/health_systems/intermountain-healthcare/
Finger Lakes Health,"196 North Street, Geneva, NY, 14456",(315) 787-4175,330058,1952418352,http://www.flhealth.org/,Acute Care Hospitals,Voluntary non-profit - Private,132,/health_systems/finger-lakes-health/
Fishermen’s Community Hospital,"3301 Overseas Hwy, Marathon, FL, 33050",(305) 743-5533,101312,,https://baptisthealth.net/en/facilities/fishermens-community-hospital/pages/default.aspx,Critical Access Hospitals,Voluntary non-profit - Private,4,/health_systems/baptist-health-2/
Flagstaff Medical Center,"1200 North Beaver Street, Flagstaff, AZ, 86001",(928) 779-3366,30023,1780635078,https://www.nahealth.com/,Acute Care Hospitals,Voluntary non-profit - Private,264,/health_systems/northern-arizona-healthcare/
Fleming County Hospital,"55 Foundation Drive, Flemingsburg, KY, 41041",(606) 849-2351,180053,1881726347,http://www.flemingcountyhospital.org/,,,52,/health_systems/lifepoint-health/
Flowers Hospital,"4370 West Main Street, Dothan, AL, 36305",(334) 793-5000,10055,1801830500,https://www.flowershospital.com/,Acute Care Hospitals,Proprietary,235,/health_systems/community-health-systems/
Floyd Cherokee Medical Center,"400 Northwood Drive, Centre, AL, 35960",(256) 927-5531,10022,1962999664,https://www.floyd.org/find-a-location/pages/locationDetails.aspx?LocationID=68,Acute Care Hospitals,Voluntary non-profit - Private,60,/health_systems/floyd-medical-center/
Floyd Medical Center,"304 Turner Mccall Boulevard, Rome, GA, 30165",(706) 509-6900,110054,1154377166,https://www.floyd.org/,Acute Care Hospitals,Government - Hospital District or Authority,284,/health_systems/floyd-medical-center/
Floyd Valley Healthcare,"714 Lincoln Street Ne, Le Mars, IA, 51031",(712) 546-7871,161368,,http://www.floydvalley.org/,Critical Access Hospitals,Proprietary,25,/health_systems/avera-health/
Foothill Regional Medical Center,"14662 Newport Ave, Tustin, CA, 92780",None,555730,,https://www.foothillregionalmedicalcenter.com/,,,,/health_systems/prospect-medical-holdings/
Foothill Regional Medical Center,"14662 Newport Avenue, Tustin, CA, 92780",(714) 619-7700,50780,1043632938,https://www.foothillregionalmedicalcenter.com/,Acute Care Hospitals,Proprietary,135,/health_systems/prospect-medical-holdings/
Forbes Hospital,"2570 Haymaker Road, Monroeville, PA, 15146",(412) 858-2000,390267,1679592380,https://www.ahn.org/locations/forbes-hospital,Acute Care Hospitals,Voluntary non-profit - Private,349,/health_systems/allegheny-health-network/
Forest View Hospital,"1055 Medical Park Drive Se, Grand Rapids, MI, 49546",(616) 942-9610,234030,,https://forestviewhospital.com/,Psychiatric,Proprietary,62,/health_systems/universal-health-services/
Forrest City Medical Center,"1601 Newcastle Road, Forrest City, AR, 72335",(870) 261-0000,40019,1811912009,http://www.forrestcitymedicalcenter.com/forrest-city-medical-center/home.aspx,Acute Care Hospitals,Proprietary,118,/health_systems/quorum-health/
Fort Duncan Medical Center,"3333 North Foster Maldonado Boulevard, Eagle Pass, TX, 78852",(830) 773-5321,450092,1770579591,https://www.fortduncanmedicalcenter.com/,Acute Care Hospitals,Proprietary,101,/health_systems/universal-health-services/
Fort Hamilton Hospital,"630 Eaton Avenue, Hamilton, OH, 45013",(513) 867-2000,360132,1104867167,https://www.ketteringhealth.org/forthamilton/,Acute Care Hospitals,Voluntary non-profit - Private,138,/health_systems/kettering-health-network/
Fort Loudoun Medical Center,"550 Fort Loudoun Medical Center Drive, Lenoir City, TN, 37772",(865) 271-6000,440110,1609860659,https://www.ftloudoun.com/,Acute Care Hospitals,Voluntary non-profit - Other,50,/health_systems/covenant-health/
Fort Madison Community Hospital,"5445 Avenue 'o', Fort Madison, IA, 52627",(319) 372-6530,160122,1902810856,https://fmchosp.com/,Acute Care Hospitals,Voluntary non-profit - Private,50,
Fort Sanders Regional Medical Center,"1901 West Clinch Avenue, Knoxville, TN, 37916",(865) 541-1101,440125,1942294814,https://www.fsregional.com/,Acute Care Hospitals,Voluntary non-profit - Private,553,/health_systems/covenant-health/
Fort Walton Beach Medical Center,"1000 Mar-Walt Drive, Fort Walton Beach, FL, 32547",(850) 862-1111,100223,1639128820,https://fwbmc.com/,Acute Care Hospitals,Proprietary,267,/health_systems/hca-healthcare/
Fostoria Community Hospital,"501 Van Buren Street, Fostoria, OH, 44830",(419) 435-7734,361318,,https://www.promedica.org/fostoria-community-hospital/Pages/default.aspx,Critical Access Hospitals,Voluntary non-profit - Private,15,/health_systems/promedica-health-system/
Foundations Behavorial Health,"833 East Butler Avenue, Doylestown, PA, 18901",(215) 345-0444,394038,,,Psychiatric,Voluntary non-profit - Private,54,/health_systems/universal-health-services/
Fountain Valley Regional Hospital,"17100 Euclid Street, Fountain Valley, CA, 92708",(714) 966-7200,50570,1821002007,https://www.fountainvalleyhospital.com/,Acute Care Hospitals,Proprietary,405,/health_systems/tenet-healthcare-corporation/
Fox Chase Cancer Center,"333 Cottman Avenue, Philadelphia, PA, 19111",2157282660,390196,1730195017,https://www.foxchase.org/,,,100,/health_systems/temple-university-health-system/
Franciscan Children's,"30 Warren Street, Brighton, MA, 02135",(617) 254-3800,223300,,https://franciscanchildrens.org/,Childrens,Voluntary non-profit - Private,112,
Franciscan Healthcare,"430 North Monitor Street, West Point, NE, 68788",(402) 372-2404,281322,,https://franhealth.org/,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/holy-family-memorial/
Franciscan Healthcare,"430 N Monitor St, West Point, NE, 68788",None,287075,,https://franhealth.org/,,,,/health_systems/holy-family-memorial/
Franciscan Health Carmel,"12188b North Meridian Street, Carmel, IN, 46032",3177054500,150182,1639455868,https://www.franciscanhealth.org/healthcare-facilities/franciscan-health-carmel-10,,,6,/health_systems/franciscan-health/
Franciscan Health Crawfordsville,"1710 Lafayette Road, Crawfordsville, IN, 47933",(765) 362-2800,150022,1588774558,https://www.franciscanhealth.org/healthcare-facilities/franciscan-health-crawfordsville-60,Acute Care Hospitals,Voluntary non-profit - Church,103,/health_systems/franciscan-health/
Franciscan Health Crown Point,"1201 South Main Street, Crown Point, IN, 46307",(219) 757-6100,150126,1336205798,https://www.franciscanhealth.org/healthcare-facilities/franciscan-health-crown-point-55,Acute Care Hospitals,Voluntary non-profit - Church,208,/health_systems/franciscan-health/
Franciscan Health Dyer,"24 Joliet St, Dyer, IN, 46311",(219) 865-2141,150090,1811077431,https://www.franciscanhealth.org/healthcare-facilities/franciscan-health-dyer-17,Acute Care Hospitals,Voluntary non-profit - Church,198,/health_systems/franciscan-health/
